comment,clean,clean_nostop
15954,,
12703,,
8181,,
2146,,
17518,,
1434,,
1970,,
3432,,
340,,
2368,,
177,,
1279,,
8371,,
3981,,
2120,,
1230,,
1256,,
385,,
2211,,
1214,,
2800,,
208,,
1014,,
673,,
234,,
1392,,
437,,
1346,,
83,,
246,,
486,,
0,,
125882,,
626,,
236,,
532,,
2111,,
76,,
3412,,
565,,
455,,
413,,
8,,
7484,,
895,,
2160,,
160,,
1447,,
19,,
8309,,
11800,,
15,,
1100,,
11473,,
456,,
605,,
525,,
64,,
22,,
1062,,
1016,,
68,,
4998,,
6410,,
347,,
970,,
6541,,
6408,,
33,,
9479,,
85067,,
255,,
243,,
1031,,
1745,,
2325,,
260,,
1691,,
1084,,
178,,
1858,,
2911,,
134,,
56,,
399,,
275,,
1231,,
55,,
2541,,
7998,,
23,,
3501,,
17,,
11443,,
7915,,
930,,
976,,
949,,
20086,,
1070,,
4702,,
943,,
206,,
0,,
12254,,
12248,,
275,,
639,,
377,,
369,,
3083,,
612,,
7686,,
5864,,
1392,,
1099,,
388,,
1504,,
457,,
1264,,
976,,
1518,,
769,,
2814,,
5981,,
262,,
446,,
798,,
945,,
91,,
9288,,
1734,,
219,,
1997,,
743,,
126,,
117,,
211,,
106,,
193,,
357,,
1159,,
318,,
208,,
675,,
1103,,
852,,
54,,
4490,,
59473,,
2077,,
1757,,
899,,
539,,
1404,,
2,,
274,,
670,,
851,,
336,,
0,,
1780,,
335,,
1,,
555,,
1101,,
623,,
408,,
45,,
17,,
44,,
1714,,
5358,,
236,,
1197,,
2,,
209,,
10,,
150,,
263,,
593,,
414,,
19,,
710,,
765,,
289,,
1143,,
550,,
154,,
25326,,
4645,,
939,,
0,,
1553,,
47,,
79,,
950,,
841,,
737,,
1788,,
666,,
1267,,
4697,,
7860,,
5575,,
1224,,
3294,,
3837,,
2388,,
11608,,
3428,,
385,,
343,,
7459,,
1747,,
67,,
1373,,
24225,,
1345,,
4272,,
627,,
18284,,
1624,,
2873,,
657,,
1010,,
550,,
731,,
20,,
5457,,
131,,
3328,,
665,,
1865,,
11700,,
553,,
106,,
5220,,
9265,,
136,,
14,,
10,,
4111,,
349,,
28,,
954,,
1151,,
18893,,
437,,
220,,
31,,
1838,,
4043,,
301,,
29,,
3827,,
300,,
3442,,
265,,
172,,
1399,,
280,,
1311,,
3336,,
2690,,
1313,,
635,,
62,,
497,,
117,,
2371,,
4582,,
207,,
469,,
67,,
45,,
1385,,
611,,
116,,
1196,,
259,,
868,,
287,,
1824,,
0,,
196,,
544,,
135,,
757,,
465,,
0,,
113,,
1619,,
428,,
39,,
54,,
307,,
475,,
124236,,
618,,
33,,
3929,,
46,,
594,,
271,,
7803,,
2695,,
18,,
258,,
734,,
12133,,
12354,,
1465,,
25,,
8507,,
1018,,
19,,
28196,,
0,,
463,,
512,,
952,,
5165,,
6694,,
990,,
6736,,
1022,,
5687,,
62,,
7120,,
64,,
1732,,
1794,,
191,,
2377,,
1860,,
90352,,
1040,,
2630,,
3088,,
29,,
319,,
250,,
2,,
8943,,
261,,
19,,
993,,
93,,
1083,,
3483,,
1004,,
17,,
939,,
1322,,
1021,,
404,,
11863,,
8122,,
135,,
20418,,
1055,,
395,,
3027,,
653,,
12114,,
4794,,
656,,
8216,,
449,,
1497,,
5963,,
0,,
5162,,
2803,,
1311,,
6083,,
471,,
1107,,
288,,
1600,,
239,,
984,,
128,,
96,,
403,,
953,,
222,,
756,,
9637,,
1788,,
451,,
1479,,
2066,,
59,,
326,,
1270,,
310,,
105,,
554,,
8079,,
1346,,
7483,,
8127,,
5153,,
2762,,
1498,,
3857,,
5173,,
6493,,
1828,,
1838,,
10768,,
433,,
8471,,
11298,,
528,,
336,,
1229,,
759,,
9442,,
232,,
4176,,
14816,,
6126,,
5001,,
693,,
2176,,
261,,
12025,,
4166,,
47,,
295,,
93,,
515,,
479,,
2325,,
100,,
697,,
2282,,
429,,
2308,,
20,,
8490,,
76,,
1607,,
10,,
885,,
21450,,
762,,
2877,,
351,,
743,,
101,,
18395,,
3083,,
2,,
845,,
6920,,
288,,
46,,
1246,,
867,,
283,,
69,,
91,,
680,,
607,,
560,,
12409,,
2594,,
3460,,
5752,,
349,,
903,,
9440,,
1060,,
34,,
1191,,
403,,
430,,
142,,
4701,,
0,,
19313,,
2164,,
1922,,
286,,
122,,
223,,
208,,
2,,
365,,
523,,
2547,,
3171,,
1626,,
1596,,
245,,
1356,,
131,,
3433,,
2776,,
492,,
2011,,
836,,
42,,
3292,,
32,,
174,,
